song,artist,class,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
La Modelo,Ozuna x Cardi B,5,2SbzdGpOKlH3HIAGTWTbwU,64,0.574,0.734,1,-2.697,1,0.0728,0.241,0.00806,0.0962,0.769,98.023,255507,4
La Montana (If She Should Come To You),Roger Williams,9,0BBOVCgaSdgGs9ClgM6men,44,0.184,0.228,7,-12.262,0,0.0292,0.902,0.118,0.19,0.106,85.635,161627,4
La Noche de Anoche,Bad Bunny & Rosalia,5,4N0Ulny1B8wVcpH3VdIEsA,0,0.575,0.561,7,-3.851,1,0.0379,0.0708,0.839,0.209,0.26,164.571,198310,4
La Pachanga,Audrey Arno And The Hazy Osterwald Sextet,8,2Ej97tUGsXDC53lpJ1wc9l,0,0.448,0.866,2,-5.387,1,0.236,0.554,0.0,0.482,0.866,124.123,155016,4
La Paloma,Billy Vaughn And His Orchestra,2,6aOxKTk3Dh08MGgnLv9862,46,0.528,0.316,0,-13.214,1,0.0284,0.53,0.787,0.131,0.708,108.108,153347,4
La Paloma Twist,Chubby Checker,7,7IrdWjYiRe0NiMFAYZX9IV,17,0.517,0.593,4,-5.658,1,0.0408,0.501,0.0,0.121,0.89,88.849,131520,4
La Plume De Ma Tante,Hugo & Luigi,8,246zBrfwidw9OduvClxk7S,0,0.586,0.473,4,-11.362,1,0.0427,0.536,0.916,0.104,0.149,113.942,57000,3
La Raza,Kid Frost,4,3zCg6CUmhxHukbUs0nd7ar,52,0.801,0.529,1,-14.875,1,0.0962,0.0406,0.000609,0.0936,0.721,106.965,209067,4
La Santa,Bad Bunny X Daddy Yankee,5,69vlMrzHwATKzupwNcUPyK,82,0.744,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037,206420,4
La Tortura,Shakira Feat. Alejandro Sanz,2,5BSclXJTa9B0iURhUjZo50,77,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,212893,4
La Toxica,Farruko,9,15OjBeqNX3bShsGYQbteRv,66,0.659,0.701,9,-4.107,1,0.164,0.0882,0.0,0.0866,0.623,91.97,180520,4
La-Di-Da,Sad Cafe,7,2LvyOgvjI2Zk8Rqwq4iwuI,0,0.726,0.546,6,-10.28,0,0.0741,0.363,3.21e-05,0.119,0.759,98.068,302013,4
La-Do-Dada,Dale Hawkins,3,5v2bj1EWi1eOq9VnTHjluO,4,0.425,0.706,5,-6.022,1,0.0313,0.387,0.000115,0.0831,0.832,184.602,154253,4
Labios Compartidos,Mana,8,4C2zOFgrXxfNGNpYQWIcaH,67,0.527,0.898,0,-3.624,0,0.0367,0.027,0.0,0.0686,0.462,162.058,317627,4
Ladies Love Country Boys,Trace Adkins,6,13Oda4GsHXzRAfquxWkrzA,60,0.661,0.959,7,-4.439,1,0.0408,0.0539,1.74e-05,0.381,0.96,116.284,221413,4
Lady,Brett Young,5,2fSuoIlA1uTERXunbshSWh,64,0.403,0.516,7,-7.983,1,0.0343,0.449,1.26e-05,0.0937,0.428,170.015,194293,4
Lady,Lenny Kravitz,2,4qM2h3xkzwGJiVv6GgL6w0,41,0.808,0.584,0,-4.469,1,0.034,0.0162,0.504,0.0848,0.798,111.966,255573,4
Lady,Mista,8,1UxKOK2zzLz4yi8GCFxM1P,29,0.578,0.621,7,-7.134,1,0.155,0.0196,0.0,0.0984,0.514,84.672,221867,4
Lady,The Whispers,2,7sPLPOIORz3sLE2oNbpndr,42,0.495,0.393,9,-8.634,0,0.0593,0.353,3.42e-05,0.138,0.71,67.953,307507,4
Lady,Jack Jones,3,2QufcY4vTnTsXUOmDKbG2P,34,0.314,0.462,9,-8.621,1,0.0301,0.811,3.96e-06,0.248,0.412,92.232,164467,4
Lady (Hear Me Tonight),Modjo,8,49X0LAl6faAusYq02PRAY6,77,0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,307154,4
Lady (put The Light On Me),Brownsville Station,4,5DvdQO5AzBjQ1qV3ul3Eos,16,0.513,0.807,9,-6.968,1,0.0595,0.269,0.000116,0.92,0.802,125.833,204459,4
Lady Bird,Nancy Sinatra & Lee Hazlewood,1,1ixklIx8NoGTFPLePorib7,30,0.367,0.518,6,-11.33,0,0.0315,0.535,1.56e-06,0.0599,0.67,65.242,184646,4
Lady Blue,Leon Russell,1,5iqDl3manaRsASrEauSRPw,42,0.625,0.316,5,-13.13,1,0.027,0.136,1e-05,0.178,0.294,82.807,211600,4
Lady Bump,Penny Mclean,4,31UBcyZkwJRy2ZV5XpMlxh,40,0.831,0.511,2,-14.578,0,0.115,0.00343,0.000686,0.0519,0.965,122.038,226640,4
Lady Down On Love,Alabama,7,1KzxCdjKTNAm7xaN4l3aT9,37,0.348,0.0834,5,-16.06,1,0.0299,0.849,6.12e-06,0.123,0.138,82.98,237227,4
Lady Eleanor,Lindisfarne,8,7Aw5qOxD2UV27vqgyg89C4,38,0.498,0.336,11,-13.815,0,0.0379,0.295,3.44e-05,0.0794,0.346,105.447,255427,4
Lady Friend,The Byrds,8,1qbQ6f75f5GWlhaWESDXkV,22,0.31,0.617,4,-9.067,1,0.0296,0.301,0.00468,0.263,0.899,132.678,150733,4
Lady Is A Tramp,Glee Cast,8,05U9c8s9N8YUXNzGv3k4c7,30,0.326,0.687,10,-3.785,0,0.0531,0.159,0.0,0.341,0.554,200.035,166200,4
Lady Jane,The Rolling Stones,2,19kAUW6NMzgDHKT19s7782,46,0.6,0.303,7,-16.408,1,0.0318,0.516,0.000123,0.0832,0.31,102.998,188080,4
Lady Love,Lou Rawls,2,2ydBZKZD2nr7XTd64E2AVg,56,0.657,0.673,0,-7.685,1,0.0573,0.372,0.000991,0.049,0.789,90.328,242387,4
Lady Love,The Klowns,9,0AuS2N4IdseKh9OXuBzfVj,0,0.579,0.567,8,-6.964,1,0.0311,0.736,0.000241,0.116,0.875,84.407,203800,4
Lady Love Me (One More Time),George Benson,2,52QRIheaefNCUA4HdEGpAo,49,0.673,0.722,6,-8.536,0,0.0309,0.107,0.0,0.305,0.816,102.695,240280,4
Lady Luck,Lloyd Price and His Orchestra,1,0WfGTBuunLcpavSgSBdpar,59,0.585,0.299,9,-10.455,0,0.039,0.378,0.0,0.228,0.323,131.988,215427,4
Lady Madonna,Fats Domino,9,3d2oazUoRicGpjOviHE6wg,35,0.632,0.681,7,-8.056,0,0.0271,0.182,0.000633,0.232,0.821,109.477,139320,4
Lady Soul,The Temptations,4,5rY2qSGDyHI1lHYnNOidy1,37,0.84,0.443,1,-11.655,1,0.0393,0.156,0.000235,0.059,0.906,114.008,285173,4
Lady Writer,Dire Straits,4,3mwFncaI2HBczQ92GP9MQF,51,0.633,0.798,1,-9.313,0,0.0281,0.166,0.617,0.0812,0.963,147.645,229027,4
"Lady, Lady, Lady",Joe Bean Esposito,8,3NtaLjEfNvafq0UM0dfUoc,54,0.547,0.39,4,-14.038,0,0.0302,0.223,2.47e-05,0.446,0.193,84.345,249640,4
Lady-O,The Turtles,7,5ENPFf3Q9qRXHVv5jSRLxS,10,0.238,0.139,7,-14.901,1,0.0322,0.8,0.022,0.114,0.186,92.408,172294,4
Laid,James,6,2CdS3DRqWR5LAhy4hM5X9W,68,0.457,0.909,0,-9.451,1,0.0317,0.0016,0.000276,0.135,0.755,115.998,156667,4
Laid Back Love,Major Harris,9,2mUnSn7NDQ3xEVdERedT7s,1,0.66,0.407,2,-13.284,1,0.0647,0.0106,3.75e-06,0.0472,0.689,113.004,198760,4
Lalala,Y2K & bbno$,5,4XZIuf6EJw8HKOkRC9Jlj4,46,0.871,0.417,9,-7.864,1,0.0781,0.18,0.0,0.103,0.524,129.952,175253,4
Lalena,Donovan,3,0FhwFjv6cZB61uunFTferl,19,0.341,0.178,11,-15.314,0,0.036,0.914,4.64e-05,0.077,0.38,138.345,175107,4
Lalisa,Lisa,8,7uQZVznj0uQOGC9KhV2Mg6,72,0.806,0.653,8,-6.283,1,0.0902,0.0282,0.000784,0.107,0.85,150.058,200690,4
Lambada,Kaoma,4,6xepovPqjvrkEw9Y5AMmTm,69,0.756,0.8,5,-5.158,1,0.0329,0.211,0.000724,0.0466,0.967,118.924,207467,4
Lamborghini Angels,Lupe Fiasco,9,3n0Y5ZSF6FqzP2ZGW9Fh3D,29,0.592,0.826,6,-4.939,1,0.154,0.255,0.0,0.5,0.498,113.504,196253,5
Lamplight,David Essex,7,7q3ZKf8iXMqeSn6PImmxuQ,25,0.729,0.447,1,-9.911,0,0.0412,0.233,1.39e-06,0.083,0.507,79.831,175413,4
Land Of 1000 Dances,The Electric Indian,9,76ICmoJ4PcoMWoooaTxnQs,66,0.618,0.588,2,-11.624,1,0.0735,0.0128,0.0266,0.351,0.768,86.903,146973,4
Land Of 1000 Dances,Chris Kenner,7,5uydHeAg7MsIKSvS7GLw3a,29,0.537,0.66,3,-14.409,1,0.0304,0.646,0.981,0.161,0.226,85.25,81467,4
Land Of 1000 Dances,Cannibal And The Headhunters,2,2boQ0A6CkYdKhBn250tc4r,21,0.35,0.781,4,-6.2,1,0.0399,0.0619,0.000677,0.364,0.863,143.489,133800,4
Land Of A Thousand Dances,The J. Geils Band,5,66ZOBuMbYPHO2Mv6S6EPvz,38,0.326,0.804,4,-13.688,1,0.0708,0.00456,0.00339,0.654,0.567,170.945,210640,4
Land Of A Thousand Dances (Part I),Thee Midniters,6,4pwL8PtZrBy7TgVUmp2c1E,29,0.464,0.651,7,-5.283,1,0.0302,0.0308,0.0,0.0923,0.712,112.899,141920,4
Land Of La La,Stevie Wonder,8,1xZv5HMOdnP1V4pfDFHdA1,45,0.241,0.0557,1,-15.846,1,0.0338,0.778,0.0,0.217,0.402,84.82,205067,1
Land Of Make Believe,Chuck Mangione With The Hamilton Philharmonic Orchestra,8,2M7EflZCPCqqRLB9hy5MDy,51,0.576,0.603,5,-9.603,1,0.0329,0.455,0.0537,0.0406,0.524,103.658,582733,4
Landed,Drake,3,3KixNgUEaDtrKJVzdqjU5q,59,0.881,0.636,7,-4.629,1,0.287,0.00606,0.0,0.111,0.715,163.949,152195,4
Landed,Ben Folds,7,4mrVwQQiv8AkXoJWehbWsK,43,0.413,0.684,10,-6.099,1,0.0291,0.0557,4.76e-05,0.244,0.306,83.199,266773,4
Landlord,Gladys Knight And The Pips,4,7CZArP5hXlOWgoGtkWbb6h,26,0.68,0.844,0,-7.276,1,0.0473,0.205,3.72e-05,0.0845,0.724,86.611,272360,4
Landslide,Glee Cast Featuring Gwyneth Paltrow,2,7LSAtbMWcyKWjIrFOroPhz,47,0.637,0.416,2,-7.595,1,0.0269,0.434,0.0,0.139,0.588,145.924,226760,4
Landslide,Fleetwood Mac,5,5ihS6UUlyQAfmp48eSkxuQ,78,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,199493,4
Landslide,Olivia Newton-John,5,3DwCoynmFd3LCUJlEk5POU,28,0.737,0.71,9,-7.683,0,0.0392,0.142,8.63e-06,0.266,0.81,131.341,260244,4
Language Of Love,John D. Loudermilk,3,02DoAJpOC8XrHFrYobz48F,42,0.603,0.689,2,-12.078,1,0.0381,0.778,2.42e-05,0.135,0.955,153.098,107333,4
Lapland,The Baltimore And Ohio Marching Band,9,3edEs3Cn0gjnfTP8NX0M5h,34,0.462,0.716,4,-11.93,0,0.569,0.88,0.982,0.959,0.458,204.779,47013,3
Laredo,Chris Cagle,5,7ktlRGfo8wQaruyZD8xCii,48,0.483,0.785,10,-6.265,0,0.042,0.16,0.0,0.0767,0.738,160.086,230093,4
Larger Than Life,Backstreet Boys,2,6sbXGUn9V9ZaLwLdOfpKRE,69,0.661,0.973,0,-2.994,0,0.037,0.11,1.74e-05,0.617,0.75,108.037,232827,4
Lark On My Go-Kart,Asher Roth,9,7g1yl3UgC1m0E1qPqCDwwZ,33,0.591,0.835,2,-2.824,1,0.355,0.558,6.59e-06,0.115,0.376,121.925,174533,5
Last Call,Lee Ann Womack,7,5DWmvAL8WPuncj8tSxFVNC,44,0.335,0.584,6,-7.089,1,0.0341,0.794,0.000195,0.0869,0.332,78.51,195467,4
Last Chance,Ginuwine,6,6srPZhOnSMewF0vj2JHht3,0,0.735,0.724,1,-12.818,0,0.0332,0.0381,0.0404,0.0977,0.815,128.011,265796,4
Last Chance,Collay & the Satellites,8,0tv887XMmmKL5QyS2MyDBF,1,0.347,0.406,7,-7.552,1,0.0326,0.133,0.0,0.262,0.279,122.496,161080,1
Last Chance To Turn Around,Gene Pitney,1,3Ggl6WAFhat3IxV5XGhKTW,23,0.463,0.774,5,-8.047,1,0.0477,0.582,3.5e-05,0.581,0.44,135.208,186987,4
Last Child,Aerosmith,2,3Kx6oHPQxtA5aJzcZeuE7r,51,0.633,0.638,8,-7.321,1,0.0307,0.126,0.0,0.658,0.807,83.238,206631,4
Last Christmas,Ariana Grande,9,5xDrO9DEDJGUQGfyoHvgDJ,58,0.504,0.8,2,-2.763,1,0.0391,0.125,0.0,0.109,0.789,205.945,203653,4
Last Christmas,Glee Cast,6,0fUFpFczhuhJBz2Z28IL2x,39,0.631,0.757,5,-6.005,1,0.0254,0.00703,0.0,0.348,0.649,106.885,216627,4
Last Date,Lawrence Welk And His Orchestra,2,7aIE24CqyWwsoJeeZKGrPU,33,0.54,0.135,6,-12.878,1,0.03,0.41,0.465,0.0612,0.732,135.616,139720,4
Let's Go,Floyd Cramer,8,6KB3UH8BVVQqbe24eBfJZn,49,0.296,0.287,0,-13.01,1,0.0345,0.701,0.00121,0.153,0.716,205.4,146933,3
Last Day Of My Life,Phil Vassar,4,2t0o16TerppEdd4ialgfKu,29,0.552,0.56,0,-5.57,1,0.0294,0.26,0.0,0.0959,0.195,139.825,248918,3
Last Dayz,Onyx,8,0usovqilR2yhLw9zWEaWzk,51,0.625,0.621,10,-9.595,0,0.439,0.0193,3.04e-05,0.124,0.771,88.216,224253,4
Last Dollar (Fly Away),Tim McGraw,1,5wZv3YevrrMZBlNrUTI4Yd,43,0.48,0.621,4,-4.814,1,0.0372,0.206,0.0,0.134,0.713,207.676,237120,4
Last Friday Night,Glee Cast,7,0Y1JthFAUbcqmNxEMAklOe,41,0.657,0.852,11,-4.041,0,0.0369,0.00292,0.0,0.123,0.792,126.003,228067,4
Last Hurrah,Bebe Rexha,9,0i0wnv9UoFdZ5MfuFGQzMy,63,0.514,0.618,11,-4.585,0,0.0317,0.175,0.0,0.117,0.401,84.259,150333,4
Last Kiss,Taylor Swift,7,4h0EXpatqJImv4VRgvX6po,61,0.371,0.341,10,-9.475,1,0.0319,0.57,3.09e-05,0.101,0.196,89.038,367133,1
Last Kiss,Wednesday,3,1pGlto2dqYjBc7TECAmYgU,21,0.684,0.365,1,-11.352,0,0.0828,0.0229,0.0025,0.0949,0.554,131.166,156733,4
Last Memory,TakeOff,5,1fvCggAYrW0VtCljtqv4h2,67,0.854,0.708,1,-5.805,0,0.244,0.175,0.0,0.241,0.172,118.032,162133,4
Last Minute Miracle,The Shirelles,9,1RVq1z50Has1GtO262X8g5,4,0.561,0.845,4,-9.439,1,0.156,0.609,0.0,0.964,0.522,139.16,179400,4
Last Name,Carrie Underwood,1,44xWtabQzBHKXxD0UVLSNQ,58,0.395,0.869,3,-3.154,1,0.109,0.194,0.0,0.0874,0.688,159.833,241053,4
Last Night On Earth,U2,5,19Sbxm5YTEFwpCYMxrw1gz,36,0.552,0.696,1,-8.374,1,0.0324,0.00661,0.00104,0.0721,0.52,116.175,285667,4
Last Night's Letter,K-Ci & JoJo,4,7C1rQOGXv6QOBHvYtmEN1V,43,0.669,0.669,0,-3.759,0,0.032,0.295,0.0,0.322,0.401,131.971,278307,4
Last Of A Dying Breed,Ludacris Co-Starring Lil Wayne,6,3s17hg6GsjCTo1qFSYRmFd,45,0.558,0.926,11,-4.472,0,0.236,0.00756,0.0,0.365,0.348,107.262,249533,5
Last Of The Singing Cowboys,The Marshall Tucker Band,4,0rJtA64gh9i4W4OMgx5D4B,25,0.654,0.624,4,-10.179,1,0.0474,0.228,7.74e-06,0.403,0.902,105.444,256467,4
"Last One Standing,Skylar Grey, Polo G", Mozzy & Eminem,7,5OQW6XbUx0K6DQ2dTIyNmz,0,0.635,0.193,1,-16.527,0,0.0419,0.23,0.912,0.107,0.249,155.805,257085,4
Last One Standing,Emerson Drive,8,3sBuuFbaRBvFJWkd4Qgv7W,19,0.606,0.844,0,-5.497,1,0.0552,0.11,2.86e-06,0.14,0.585,118.967,210827,4
Last Resort,Papa Roach,5,5W8YXBz9MTIDyrpYaCg2Ky,81,0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,199907,4
Last Shot,Kip Moore,5,6viHvc13l9A6Ua6xugpeX6,57,0.487,0.859,4,-4.403,1,0.0488,0.00204,0.0,0.322,0.377,148.037,228480,4
Last Tango In Paris,Herb Alpert & The Tijuana Brass,7,0OF9jHas1AjwtdLrR4GoPR,26,0.666,0.55,0,-11.844,0,0.0239,0.803,0.798,0.142,0.858,99.879,168000,4
Last Time,Trey Songz,6,6UBqk9rh6e2Rj7LLzDjn6R,44,0.629,0.624,2,-7.957,1,0.0915,0.209,0.0,0.215,0.66,119.964,261707,4
Last Time I Saw Him,Diana Ross,1,7lejSFiZNw8EjwQ2zSavAb,24,0.505,0.62,4,-9.824,1,0.0642,0.432,5.2e-06,0.564,0.692,89.36,169707,4
Last Time I Say Sorry,Kane Brown & John Legend,8,7ftjvM8B1nCieaGThklSsO,0,0.418,0.225,9,-7.839,1,0.0384,0.71,0.803,0.0816,0.398,182.119,188523,4
Last Time That I Checc'd,Nipsey Hussle Featuring YG,7,39xWBHPM4E9MwzEy5gbM7p,64,0.711,0.746,1,-4.224,1,0.253,0.0289,0.0,0.371,0.279,96.024,225573,4
Last Train Home,Lostprophets,7,1u1ubJbhY4sZJV6mDL709s,6,0.553,0.768,4,-8.307,0,0.0288,0.00179,0.0716,0.119,0.201,102.271,259267,4
Last Train To London,Electric Light Orchestra,3,6xE6ZWzK1YDDSYzqOCoQlz,69,0.727,0.537,7,-9.785,1,0.0295,0.396,0.000789,0.349,0.954,121.493,270067,4
Late At Night,Roddy Ricch,1,6kksmL4t09IgxhajuVDDxR,69,0.621,0.405,1,-11.26,0,0.437,0.382,0.0,0.152,0.141,98.427,174549,4
Late At Night,England Dan Seals,5,0VWPd2zYt1430jL6XtUjep,52,0.805,0.575,1,-11.882,1,0.0304,0.346,0.0,0.109,0.975,123.203,226267,4
Late Date,The Parkays,8,1NYa9ljYrdKEeKo6jJaeN3,36,0.601,0.149,9,-12.496,0,0.0467,0.962,0.000733,0.233,0.448,79.719,191875,4
Lately,Tyrese,5,0XmTCQWHgf6dOXJeLjXrzr,50,0.541,0.701,7,-7.287,0,0.102,0.0761,0.0,0.0763,0.334,80.057,266533,4
Lately,Stevie Wonder,6,5rlgpm7n5f9mWc5LQU42bI,52,0.437,0.152,1,-16.78,1,0.0352,0.478,0.0,0.108,0.267,76.011,245240,4
Later On,The Swon Brothers,8,7lG4154Md1Kw7BMg56Pt4s,34,0.411,0.903,2,-2.948,1,0.144,0.0544,0.0,0.104,0.614,180.078,217160,4
Latin Active,Lighter Shade Of Brown Featuring Teardrop & Shiro,5,5miJeYpwbtZLo9ryB4hpFM,44,0.938,0.628,4,-7.587,0,0.158,0.0364,0.0,0.33,0.758,119.996,211733,4
Laudy Miss Claudy,The Buckinghams,4,3RnsnfrquBAy6kIejQzc2C,41,0.271,0.783,7,-7.996,1,0.0457,0.857,0.00965,0.285,0.533,138.836,126520,4
Laugh,The Velvets featuring Virgil Johnson,8,221MQqO46xUIfiKuc6nmuU,9,0.544,0.592,4,-8.32,1,0.0299,0.664,0.00583,0.0945,0.826,127.765,141360,4
"Laugh, Laugh",The Beau Brummels,1,66V3speCvzVe6lUnIezZ0J,37,0.486,0.683,1,-8.767,0,0.054,0.302,0.0,0.0987,0.749,128.722,176733,4
Laughed Until We Cried,Jason Aldean,6,1nJlb0ZE6uZHk7D8YS7353,47,0.547,0.485,7,-5.368,1,0.0292,0.467,0.0,0.0736,0.243,145.057,202520,4
Laughin And Clownin,Ray Charles,9,7bWtlPMvoiqikilttM1nYy,17,0.611,0.278,3,-12.275,1,0.0307,0.572,0.000173,0.0838,0.403,96.762,203747,3
Laughing Boy,Mary Wells,1,3jnxnBVwaRUMYuQQmts6YR,38,0.632,0.336,9,-15.992,0,0.0331,0.385,0.0,0.127,0.886,109.493,170439,4
Laundromat,Nivea,5,1kIzhTj2kFjlUAWoqFEJTi,41,0.72,0.48,4,-7.889,1,0.0567,0.499,0.0,0.105,0.67,127.993,263413,4
Laura (Tell Me What He's Got That I Ain't Got),Brook Benton,7,7aZ9gQvfWoq27soEPKomdN,21,0.714,0.323,7,-15.472,1,0.0368,0.42,0.0,0.115,0.478,114.52,262120,4
"Laura, What's He Got That I Ain't Got",Frankie Laine,6,09hqdBBV43zd0wjut66lyD,52,0.617,0.53,5,-12.799,0,0.0294,0.835,0.0,0.377,0.779,104.077,120440,4
Laurie (Strange Things Happen),Dickey Lee,1,1KgyVoQMJcYbX07QC3aIQC,19,0.687,0.35,5,-11.484,1,0.0344,0.623,0.0,0.0861,0.435,119.508,186693,4
Law,Yo Gotti Featuring E-40,7,7g7M96UGiA7OR79H86gV4m,62,0.858,0.484,6,-7.448,0,0.277,0.0241,1.8e-06,0.123,0.329,99.992,202720,4
Lawdy Miss Clawdy,Gary Stites,4,2Xwtmdh2YL7dxHl7Nq6i9c,46,0.74,0.417,5,-13.376,1,0.0276,0.37,6.51e-05,0.116,0.631,103.882,179480,4
Lawyers In Love,Jackson Browne,1,26lCNg8WekUoDbLhEbUyXZ,44,0.522,0.74,9,-6.496,1,0.0284,0.0286,0.00126,0.145,0.639,139.031,259747,4
Lay A Little Lovin' On Me,Robin McNamara,1,5DXMxR6IUzrGGHqffjd9rW,20,0.573,0.773,0,-5.269,1,0.0299,0.3,0.0,0.062,0.698,100.056,196840,4
Lay All Your Love On Me,Information Society,8,6LXP3ejjj7tHyYg2YpxmzS,37,0.715,0.631,7,-12.29,0,0.0409,0.0334,0.288,0.0742,0.775,128.161,221440,4
Lay Down Your Arms,The Graces,5,6AHvm8J1gpZlY3IkyreaFB,10,0.56,0.717,7,-9.939,1,0.0356,0.0139,3.59e-05,0.11,0.638,131.22,254733,4
Lay It All On Me,Rudimental Featuring Ed Sheeran,4,38ismoqQYn75ruDSQ2Jtx8,50,0.669,0.747,6,-7.108,1,0.0428,0.141,0.0,0.185,0.483,122.531,242440,4
Lay It Down,Lloyd,6,0npGoOENjn7vVvIMmvWekQ,59,0.527,0.796,1,-5.111,0,0.062,0.017,0.0,0.0798,0.534,155.99,240107,4
Lay It Down,Ratt,3,3D5ORNm9spaTcdRx50ksHx,61,0.442,0.759,10,-13.475,1,0.0354,0.000402,0.0081,0.174,0.279,198.117,205560,4
Lay It On The Line,Triumph,8,4QwcuKjGjtl5fZe7kDdULV,53,0.228,0.872,9,-5.479,0,0.0648,0.00672,0.0,0.242,0.278,91.724,246027,4
Lay Lady Lay,Ferrante & Teicher,9,4pVGf7BJe4i2qbPsrtbmga,41,0.409,0.788,7,-5.209,0,0.0316,3.21e-06,0.734,0.526,0.324,146.005,344600,4
Lay Lady Lay,The Isley Brothers,7,6OLhrvLdUVWOmQ47Muuoiw,20,0.676,0.454,11,-12.303,0,0.0332,0.672,0.0,0.194,0.768,127.769,623053,4
"Lay Low,Snoop Dogg Featuring Master P, Nate Dogg", Butch Cassidy & Tha Eastsidaz,4,0YHI5hydPPth6J5UOzdLDX,60,0.87,0.653,0,-4.353,1,0.326,0.151,0.0,0.303,0.755,94.84,223000,4
Lay Me Down,The Dirty Heads Featuring Rome,9,4L0nc0tHfDjr3HlAm1EFeu,60,0.672,0.747,7,-7.708,1,0.0904,0.0428,0.0,0.102,0.742,169.981,215147,4
Lay Some Happiness On Me,Dean Martin,5,37kJWFpOSGIF5CdKpmNMr4,25,0.661,0.527,0,-11.77,1,0.0357,0.808,0.0,0.226,0.672,77.185,140267,4
Lay-Away,The Isley Brothers,5,2lpkeVjNP3sbilp2TH5nc5,27,0.64,0.795,11,-5.222,0,0.0418,0.627,0.0,0.179,0.946,161.48,203093,4
Layin' It On The Line,Jefferson Starship,6,01wn883KcvAKFrn8o0kDgi,28,0.648,0.918,0,-4.67,0,0.0447,0.00102,0.0605,0.173,0.654,119.165,251853,4
Layla,Eric Clapton,1,0zxj7dVhYZq5ACyaDx5XIo,70,0.559,0.524,2,-11.64,0,0.0462,0.318,0.00094,0.933,0.652,93.85,289027,4
Lazarus,David Bowie,3,7rFN0DhIFPjAWG1EaHO2F0,27,0.659,0.667,9,-7.742,0,0.0291,0.0432,0.13,0.0863,0.486,129.981,382387,4
Lazy Day,Spanky And Our Gang,1,03n6SIUfhgX23DKSB9KKat,34,0.472,0.576,6,-6.83,1,0.0273,0.389,1.51e-06,0.568,0.617,75.38,188040,4
Lazy Elsie Molly,Chubby Checker,3,4RlxTX3OM1ISl9DIRctFw4,16,0.691,0.869,11,-4.152,1,0.129,0.491,0.0,0.437,0.969,172.473,140373,4
Lazy Eyes,T.M.G.,9,1WT3mBy2tzT3si2lMAGiDR,0,0.819,0.207,7,-18.169,0,0.0545,0.853,0.533,0.0985,0.295,108.117,88556,4
Lazy Lady,Fats Domino,8,4qI74HIaeGnBZKWHZifnDI,5,0.714,0.549,9,-9.87,1,0.0456,0.216,0.0,0.0561,0.893,94.976,252000,4
Lazy River,Bobby Darin,1,7aUntLt00Tgpawu1zrQvKd,26,0.481,0.634,8,-1.91,1,0.037,0.661,0.0,0.0799,0.548,133.569,152320,4
Lazy Summer Night,The Four Preps,2,2tmuieoL32aLMxdB2W20xn,21,0.344,0.181,7,-15.855,1,0.0312,0.139,0.0,0.125,0.369,82.593,136493,4
Le Bel Age (The Best Years),Pat Benatar,5,0vOkmmJEtjuFZDzrQSFzEE,73,0.741,0.58,4,-9.05,1,0.0304,0.117,3.31e-05,0.212,0.944,127.402,171267,4
Le Jazz Hot,Glee Cast,9,7hrWWPJZaKuldiXhfzjoMv,30,0.466,0.505,10,-7.27,1,0.0822,0.401,0.0,0.188,0.271,92.356,262813,4
Le Spank,Le Pamplemousse,5,4skyQmsN57fRhsUgpzFjHk,4,0.894,0.633,9,-5.413,1,0.0661,0.0859,0.364,0.0783,0.646,103.993,318462,4
Lead A Double Life,Loverboy,6,6EDxBIjrDbq2p1xYkxWIEY,12,0.382,0.739,6,-12.606,1,0.035,0.000527,0.000227,0.311,0.958,180.7,261760,4
Lead Me On,Amy Grant,9,0viCxBdQvd5WE4M1lXzv7u,28,0.496,0.844,6,-5.247,1,0.0275,0.00703,9.75e-05,0.244,0.429,94.733,336387,4
Leader Of The Laundromat,The Detergents,1,5jEsZaQqkEwJW0yovgo1h5,9,0.444,0.621,7,-9.138,0,0.271,0.697,2.51e-06,0.108,0.52,141.465,192293,4
Leader Of The Pack,Twisted Sister,5,7eH6DXZt1hWbUWkRV7rade,37,0.604,0.592,8,-13.002,1,0.0347,0.0108,1.08e-06,0.194,0.376,127.905,225280,4
Leaders,Lil Uzi Vert Featuring NAV,7,4D7NrSeqkTarBrJ80b2sBc,57,0.95,0.654,0,-5.895,0,0.307,0.0744,0.0,0.138,0.886,132.936,194844,4
Lean & Dabb,iLoveMemphis,9,3anp5nvmUKwMBEIEL1sPHR,39,0.795,0.646,8,-9.001,1,0.436,0.0192,0.0,0.278,0.619,80.027,237054,4
Lean Jean,Bill Haley And His Comets,6,39aMG47Bvx6PF268MYlmIF,2,0.905,0.886,3,-9.336,1,0.0355,0.543,0.000123,0.138,0.963,123.629,156893,4
